ciclo	tratamento	linha_entrelinha	profundidade	bloco	ds	ds_max	grau_de_compactacao	argila	silte	areia	macro	micro	pt	dp	rp	dmp	macroagregado	ssi	p_resina	mos	ph	k	ca	mg	h_al	c	est_c	n	n_g_kg	est_n
1	amendoim_cm	el	0_20	b1	1.62	1.84	88.36	224.4	102.8	673	0.13	0.25	0.38	2.69	1.17	0.54	3.09	0.02	2.6	14.4	4.32	0.56	9.3	5.1	25	4.15	7.36	0.64	6.36	0.73
1	amendoim_cm	el	0_20	b2	1.61	1.84	87.74	224.4	102.8	673	0.11	0.29	0.4	2.69	1.13	0.48	2.58	0.02	3.2	12.4	4.58	0.7	12.1	6.6	22	4.07	6.71	0.51	5.11	0.61
1	amendoim_cm	el	0_20	b3	1.65	1.84	89.89	224.4	102.8	673	0.15	0.24	0.39	2.69	1.12	0.53	3.16	0.02	2.8	16	5	0.56	9.6	6.4	16.4	4.11	7.03	0.58	5.80	0.68
1	amendoim_cm	el	20_30	b1	1.58	1.8	87.75	267	102	631	0.12	0.19	0.31	2.7	1.03	0.31	0.31	0.02	1	12	4.2	0.3	5	3	25	4.25	7.43	0.60	5.95	1.02
1	amendoim_cm	el	20_30	b2	1.67	1.81	92.06	267	102	631	0.08	0.3	0.38	2.7	1.43	0.26	0.3	0.01	1	10	4.7	0.3	16	3.5	22	2.82	4.94	0.52	5.19	0.89
1	amendoim_cm	el	20_30	b3	1.68	1.81	93.2	267	102	631	0.15	0.23	0.38	2.7	1.23	0.36	0.47	0.02	1	13	4.7	0.3	5	4	16	3.53	6.19	0.26	2.59	0.45
1	amendoim_cm	el	30_70	b1	1.53	1.77	86.2	322	107	571	0.11	0.33	0.43	2.69	1.98	0.88	1.2	0.01	2	11	4.5	0.35	6	4	22	1.94	13.21	0.60	6.03	3.86
1	amendoim_cm	el	30_70	b2	1.62	1.77	91.05	322	107	571	0.1	0.3	0.4	2.69	1.68	0.74	1.5	0.01	2	10	4.5	0.5	9	7	25	1.94	13.21	0.53	5.34	3.42
1	amendoim_cm	el	30_70	b3	1.79	1.77	100.97	322	107	571	0.14	0.2	0.33	2.69	1.83	0.6	1.94	0.01	2	13	5	0.2	6	4	15	1.94	13.21	0.20	1.96	1.25
1	amendoim_cm	l	0_20	b1	1.53	1.84	83.55	224.4	102.8	673	0.19	0.23	0.42	2.69	0.96	0.61	6.07	0.02	3.1	12.2	4.52	0.92	11.8	7	23.2	4.39	8.11	0.52	5.19	0.55
1	amendoim_cm	l	0_20	b2	1.59	1.83	87.12	224.4	102.8	673	0.15	0.29	0.44	2.69	1.05	0.54	5.82	0.03	3.4	15.4	4.94	0.66	13.3	7.9	19.9	5.11	10.86	0.54	5.37	0.53
1	amendoim_cm	l	0_20	b3	1.5	1.83	81.78	224.4	102.8	673	0.17	0.25	0.41	2.69	1.02	0.66	5.67	0.03	3.1	19.8	4.94	0.76	10.6	6.55	18.8	4.75	9.49	0.53	5.28	0.54
1	amendoim_cm	l	20_30	b1	1.53	1.8	85.14	267	102	631	0.27	0.26	0.53	2.7	1	0.43	2.5	0.02	1	12	4.1	0.5	4	3	25	4.67	7.84	0.54	5.40	0.91
1	amendoim_cm	l	20_30	b2	1.57	1.81	86.59	267	102	631	0.27	0.29	0.56	2.7	1	0.44	2.77	0.02	1	12	4.45	0.45	5.5	4.5	21.5	3.4	5.72	0.40	4.00	0.67
1	amendoim_cm	l	20_30	b3	1.41	1.8	78.08	267	102	631	0.26	0.22	0.48	2.7	1	0.42	1.77	0.02	1	14	4.8	0.4	7	3.75	18	4.03	6.78	0.47	4.70	0.79
1	amendoim_cm	l	30_70	b1	1.57	1.77	88.62	322	107	571	0.09	0.33	0.42	2.69	1.56	0.66	4.68	0.01	1	11	5.1	0.4	13	9	20	2.73	17.69	0.36	3.57	2.31
1	amendoim_cm	l	30_70	b2	1.61	1.76	91.58	322	107	571	0.08	0.32	0.4	2.69	2.24	0.55	3.18	0.02	1	16	5.1	0.4	13	9	20	4.93	31.94	0.52	5.17	3.35
1	amendoim_cm	l	30_70	b3	1.65	1.76	93.77	322	107	571	0.08	0.3	0.39	2.69	1.9	0.78	6.18	0.02	1	12	5.1	0.4	13	9	20	3.83	24.82	0.44	4.37	2.83
1	amendoim_pd	el	0_20	b1	1.62	1.83	88.26	224.4	102.8	673	0.19	0.21	0.4	2.69	1.43	0.83	9.66	0.03	2.4	11.8	5.01	0.54	13.9	6.9	19.8	4.62	10.06	0.64	6.42	0.72
1	amendoim_pd	el	0_20	b2	1.69	1.83	92.27	224.4	102.8	673	0.13	0.24	0.37	2.69	1.53	0.75	8.98	0.03	3	17.8	5.2	0.55	13.8	7	17.8	5.37	10.92	0.48	4.83	0.57
1	amendoim_pd	el	0_20	b3	1.56	1.83	85.11	224.4	102.8	673	0.16	0.23	0.39	2.69	1.56	0.71	7.46	0.03	2.2	15.8	5.24	0.52	15	6.8	18.8	4.69	10.24	0.44	4.37	0.53
1	amendoim_pd	el	20_30	b1	1.74	1.8	96.33	267	102	631	0.14	0.22	0.36	2.7	1.62	0.96	17.25	0.02	1	10	4.2	0.2	13	4.5	25	4.25	7.43	0.60	6.04	1.04
1	amendoim_pd	el	20_30	b2	1.69	1.8	93.84	267	102	631	0.12	0.25	0.38	2.7	2.24	1.06	14.9	0.03	2	23	4.7	0.3	9	4	20	5.4	9.45	0.50	5.00	0.86
1	amendoim_pd	el	20_30	b3	1.64	1.8	90.84	267	102	631	0.11	0.28	0.39	2.7	1.93	0.75	10.3	0.02	1	13	4.9	0.2	17	5	25	4.82	8.44	0.39	3.87	0.67
1	amendoim_pd	el	30_70	b1	1.72	1.76	97.64	322	107	571	0.08	0.28	0.36	2.69	2.23	1.08	17.43	0.02	1	13	4.5	0.2	9	7	25	3.9	26.51	0.79	7.85	5.02
1	amendoim_pd	el	30_70	b2	1.72	1.76	97.33	322	107	571	0.08	0.28	0.36	2.69	1.99	1.05	16.49	0.02	2	16	4.6	0.25	10	8	22	3.9	26.51	0.42	4.24	2.71
1	amendoim_pd	el	30_70	b3	1.71	1.76	97.02	322	107	571	0.08	0.28	0.36	2.69	2.49	1.02	11.14	0.02	1	12	5.3	0.3	13	6	18	3.9	26.51	0.59	5.86	3.75
1	amendoim_pd	l	0_20	b1	1.52	1.84	82.76	224.4	102.8	673	0.15	0.28	0.43	2.69	0.87	0.74	9.71	0.02	2.3	14.2	4.46	0.49	11.3	6.25	20.4	3.7	7.88	0.43	4.28	0.47
1	amendoim_pd	l	0_20	b2	1.58	1.84	86.09	224.4	102.8	673	0.15	0.26	0.41	2.69	0.83	0.71	9.31	0.02	2.4	16.6	4.85	0.73	11.8	5.7	19	4.27	8.7	0.44	4.38	0.48
1	amendoim_pd	l	0_20	b3	1.53	1.84	83.16	224.4	102.8	673	0.15	0.28	0.43	2.69	0.8	0.74	9.49	0.02	2	14.2	5.08	0.5	12.2	7.4	18.8	3.98	8.29	0.43	4.33	0.47
1	amendoim_pd	l	20_30	b1	1.46	1.81	80.94	267	102	631	0.16	0.3	0.46	2.7	0.81	0.84	10.73	0.02	1	11	4.4	0.2	11	4	25	3.35	5.62	0.43	4.28	0.72
1	amendoim_pd	l	20_30	b2	1.6	1.8	88.94	267	102	631	0.2	0.21	0.41	2.7	1.06	0.59	7.31	0.02	1	17	4.7	0.4	11	5.5	22.5	5.21	8.75	0.59	5.90	0.99
1	amendoim_pd	l	20_30	b3	1.57	1.8	87.11	267	102	631	0.13	0.29	0.42	2.7	0.75	0.9	11.43	0.02	1	10	5	0.6	11	7	20	4.28	7.19	0.51	5.09	0.85
1	amendoim_pd	l	30_70	b1	1.5	1.77	84.79	322	107	571	0.06	0.39	0.44	2.69	1.31	0.41	6.79	0.01	2	10	5.4	0.55	12	6	16	3.18	20.63	0.37	3.68	2.39
1	amendoim_pd	l	30_70	b2	1.5	1.77	84.79	322	107	571	0.06	0.39	0.44	2.69	1.25	0.51	5.64	0.01	1.5	12	4.3	0.8	12	5.5	17	3.18	20.63	0.37	3.68	2.39
1	amendoim_pd	l	30_70	b3	1.5	1.77	84.79	322	107	571	0.06	0.39	0.44	2.69	1.28	0.3	4.5	0.01	1	11	5.1	0.3	12	5	18	3.18	20.63	0.37	3.68	2.39
1	amendoim_pp	el	0_20	b1	1.63	1.83	88.75	224.4	102.8	673	0.15	0.28	0.43	2.69	0.79	0.51	3.38	0.03	2	15.4	4.52	0.75	10.3	6.4	22.8	4.8	13.51	1.36	13.57	1.41
1	amendoim_pp	el	0_20	b2	1.64	1.83	89.46	224.4	102.8	673	0.13	0.26	0.39	2.69	0.79	0.4	4.76	0.03	4	15.6	4.64	0.93	11.6	6.2	22.4	4.69	10.73	0.33	3.26	0.37
1	amendoim_pp	el	0_20	b3	1.64	1.83	89.45	224.4	102.8	673	0.15	0.25	0.39	2.69	0.7	0.4	3.92	0.03	2.7	14.8	5.04	0.71	9.5	6.4	18.4	4.75	12.12	0.76	7.56	0.98
1	amendoim_pp	el	20_30	b1	1.62	1.8	90.13	267	102	631	0.13	0.27	0.4	2.7	1.08	0.41	0.96	0.02	2	12	4.5	0.5	11	8	22	5.32	9.3	0.71	7.07	1.22
1	amendoim_pp	el	20_30	b2	1.6	1.81	88.54	267	102	631	0.16	0.25	0.41	2.7	0.88	0.34	0.59	0.02	5	14	4.2	0.4	9	4	28	3.94	6.89	0.48	4.84	0.83
1	amendoim_pp	el	20_30	b3	1.75	1.8	97.26	267	102	631	0.1	0.25	0.35	2.7	0.67	0.26	0.61	0.02	2	12	5	0.6	7	6	18	4.63	8.1	0.49	4.89	0.84
1	amendoim_pp	el	30_70	b1	1.55	1.75	88.85	322	107	571	0.09	0.34	0.42	2.69	1.15	0.83	10.07	0.03	1	11	4.7	0.3	11	6	25	6.54	44.49	0.57	5.71	3.65
1	amendoim_pp	el	30_70	b2	1.6	1.76	90.92	322	107	571	0.06	0.34	0.41	2.69	1.2	0.65	17.03	0.02	1	16	4.3	0.7	13	11	28	4.48	30.43	0.46	4.58	2.93
1	amendoim_pp	el	30_70	b3	1.63	1.75	93.06	322	107	571	0.08	0.32	0.39	2.69	1.25	0.47	13.31	0.02	1	12	4.8	0.3	11	6	22	5.51	37.46	0.36	3.55	2.27
1	amendoim_pp	l	0_20	b1	1.54	1.83	84.17	224.4	102.8	673	0.13	0.28	0.41	2.69	0.68	0.59	6.25	0.03	4.35	15.2	4.39	0.79	10	5.8	25.6	5.25	13.47	0.47	4.74	0.51
1	amendoim_pp	l	0_20	b2	1.55	1.83	84.36	224.4	102.8	673	0.12	0.32	0.45	2.69	0.79	0.62	6.94	0.03	3.2	14.6	4.98	0.99	11	6	21	5.12	10.88	0.49	4.85	0.48
1	amendoim_pp	l	0_20	b3	1.48	1.83	81.16	224.4	102.8	673	0.16	0.26	0.43	2.69	0.74	0.56	7.57	0.03	5.7	14.6	4.79	0.98	10.1	5.6	22	5.77	15.99	0.48	4.79	0.50
1	amendoim_pp	l	20_30	b1	1.39	1.79	77.53	267	102	631	0.13	0.28	0.41	2.7	1.05	0.4	6	0.03	5.75	11	4.1	0.4	9	5	31	5.87	9.86	0.62	6.21	1.04
1	amendoim_pp	l	20_30	b2	1.48	1.79	82.67	267	102	631	0.11	0.34	0.45	2.7	0.97	0.58	7.1	0.03	3	11	4.6	0.6	8	5	25	5.87	9.86	0.62	6.21	1.04
1	amendoim_pp	l	20_30	b3	1.44	1.79	80.1	267	102	631	0.16	0.31	0.47	2.7	1.01	0.49	6.55	0.03	8.5	13	4.35	0.5	8.5	5	28	5.87	9.86	0.62	6.21	1.04
1	amendoim_pp	l	30_70	b1	1.59	1.75	90.69	322	107	571	0.08	0.33	0.41	2.69	1.46	0.67	3	0.03	3	12	4.2	0.3	11.5	7.5	22	6.58	42.62	1.13	11.29	7.31
1	amendoim_pp	l	30_70	b2	1.45	1.76	82.42	322	107	571	0.07	0.39	0.46	2.69	1.81	0.56	2.49	0.02	4	10	4.4	0.6	12	8	31	4.62	29.92	0.50	5.02	3.25
1	amendoim_pp	l	30_70	b3	1.52	1.74	87.35	322	107	571	0.08	0.36	0.44	2.69	1.64	0.46	1.99	0.03	1	11	4.8	0.4	11	7	22	8.54	55.33	0.82	8.15	5.28
1	crotalária_cm	el	0_20	b1	1.62	1.83	88.71	224.4	102.8	673	0.18	0.21	0.4	2.69	0.9	0.5	6.94	0.03	3.1	12.6	4.76	0.8	10.7	5.6	19.8	4.88	10.38	0.41	4.06	0.50
1	crotalária_cm	el	0_20	b2	1.57	1.83	85.89	224.4	102.8	673	0.19	0.23	0.42	2.69	0.99	0.56	7.02	0.03	3.2	15.6	5.11	0.69	16	7.4	21.1	5.7	11.03	0.43	4.28	0.48
1	crotalária_cm	el	0_20	b3	1.6	1.83	87.45	224.4	102.8	673	0.16	0.27	0.44	2.69	0.98	0.55	6.56	0.03	3.7	15.6	5.86	0.78	25.2	7	18	5.29	10.71	0.72	7.20	0.87
1	crotalária_cm	el	20_30	b1	1.72	1.8	95.33	267	102	631	0.19	0.17	0.36	2.7	2	0.43	6.91	0.02	1	11	4.5	0.5	15.5	4	20	4.53	7.93	0.03	0.34	0.59
1	crotalária_cm	el	20_30	b2	1.73	1.79	96.54	267	102	631	0.14	0.22	0.36	2.7	2.28	0.71	8.7	0.03	3	14	4.8	0.4	12	6	25	5.82	10.19	0.05	0.46	0.79
1	crotalária_cm	el	20_30	b3	1.75	1.8	97.17	267	102	631	0.17	0.26	0.43	2.7	2.14	0.57	8.69	0.02	3	12	5.7	0.6	19	5	20	5.18	9.06	0.06	0.56	0.96
1	crotalária_cm	el	30_70	b1	1.73	1.76	98.27	322	107	571	0.13	0.22	0.36	2.69	0.83	0.45	3.17	0.02	1	11	4.6	0.4	6	4	18	3.93	26.73	0.03	0.31	1.98
1	crotalária_cm	el	30_70	b2	1.54	1.77	87.46	322	107	571	0.13	0.29	0.43	2.69	0.65	0.57	4.97	0.01	2	12	5	0.5	14	5	22	3.4	23.09	0.05	0.47	2.99
1	crotalária_cm	el	30_70	b3	1.59	1.76	89.97	322	107	571	0.11	0.3	0.41	2.69	0.87	0.51	4.05	0.01	1	11	5.3	0.4	14	4.5	22	3.66	24.91	0.06	0.60	3.83
1	crotalária_cm	l	0_20	b1	1.67	1.83	90.91	224.4	102.8	673	0.17	0.23	0.4	2.69	1.49	0.53	5.65	0.03	2.5	14.4	4.93	0.83	12.6	7.1	19.5	4.64	10.47	0.45	4.54	0.45
1	crotalária_cm	l	0_20	b2	1.64	1.82	90.01	224.4	102.8	673	0.17	0.24	0.41	2.69	1.53	0.58	5.88	0.04	1.8	18.6	5.4	0.7	14.6	7.55	18.8	6.52	14.96	0.54	5.43	0.57
1	crotalária_cm	l	0_20	b3	1.52	1.83	83.69	224.4	102.8	673	0.17	0.23	0.4	2.69	1.52	0.56	5.18	0.03	3.7	13.2	5.22	0.8	13	8.2	19.2	6.14	16.33	0.50	4.99	0.51
1	crotalária_cm	l	20_30	b1	1.63	1.8	90.24	267	102	631	0.21	0.19	0.4	2.7	2.26	0.55	11.88	0.02	1	12	4.5	0.5	12.5	6	20	4.22	7.08	0.49	4.86	0.82
1	crotalária_cm	l	20_30	b2	1.78	1.79	99.45	267	102	631	0.18	0.25	0.43	2.7	2.04	0.42	10.52	0.04	1	15	5.4	0.3	13	7	18	7.6	12.76	0.73	7.31	1.23
1	crotalária_cm	l	20_30	b3	1.7	1.79	94.82	267	102	631	0.16	0.21	0.37	2.7	2.15	0.67	9.17	0.03	1	12	4.8	0.5	12	8	25	5.91	9.92	0.61	6.09	1.02
1	crotalária_cm	l	30_70	b1	1.69	1.76	96.17	322	107	571	0.11	0.26	0.37	2.69	1.8	0.59	6.58	0.02	1	11	5.4	0.6	14	8.5	20	4.71	30.52	0.53	5.27	3.41
1	crotalária_cm	l	30_70	b2	1.69	1.75	96.78	322	107	571	0.07	0.3	0.37	2.69	1.84	0.92	6.04	0.03	1	12	5.4	0.8	18	9.75	20	6.57	42.59	1.07	10.74	6.96
1	crotalária_cm	l	30_70	b3	1.69	1.74	97.26	322	107	571	0.07	0.3	0.37	2.69	1.87	0.75	5.5	0.03	1	12	5.4	0.4	10	11	20	8.44	54.66	0.80	8.00	5.19
1	crotalária_pd	el	0_20	b1	1.55	1.83	84.74	224.4	102.8	673	0.17	0.25	0.42	2.69	1.03	0.67	7.46	0.03	4.7	13.2	4.64	1.24	11	9.4	24.4	4.85	10.42	0.62	6.24	0.71
1	crotalária_pd	el	0_20	b2	1.58	1.83	86.34	224.4	102.8	673	0.14	0.27	0.41	2.69	1.08	0.6	6.61	0.03	4.1	14.8	4.64	1.01	11.3	6.6	25.2	4.73	9.74	0.39	3.93	0.46
1	crotalária_pd	el	0_20	b3	1.7	1.83	93.02	224.4	102.8	673	0.14	0.26	0.4	2.69	1.13	0.6	6.67	0.03	4.4	12.4	5.36	1.34	12.71	9.1	18.2	4.79	10.08	0.70	6.97	0.84
1	crotalária_pd	el	20_30	b1	1.61	1.8	89.64	267	102	631	0.14	0.26	0.4	2.7	1.84	0.55	6.95	0.02	2.5	11	4.6	0.6	13	11	25	4.85	8.49	0.45	4.48	0.77
1	crotalária_pd	el	20_30	b2	1.67	1.81	92.77	267	102	631	0.1	0.28	0.38	2.7	1.29	0.69	8.98	0.02	3	11	4.6	0.4	11	8	25	3.98	6.97	0.25	2.50	0.43
1	crotalária_pd	el	20_30	b3	1.75	1.8	97.29	267	102	631	0.14	0.22	0.35	2.7	1.43	0.62	5.56	0.02	2	13	5.1	0.8	9	6	18	4.42	7.73	0.65	6.47	1.11
1	crotalária_pd	el	30_70	b1	1.58	1.76	89.58	322	107	571	0.11	0.3	0.41	2.69	1.13	0.47	5.46	0.02	2	10	4.2	1	7	8	28	4.02	27.36	0.48	4.79	3.07
1	crotalária_pd	el	30_70	b2	1.53	1.77	86.73	322	107	571	0.12	0.31	0.43	2.69	1.47	0.48	2.92	0.01	2	11	4.3	0.6	7	6	31	3.55	24.15	0.43	4.34	2.78
1	crotalária_pd	el	30_70	b3	1.78	1.76	101.06	322	107	571	0.11	0.33	0.44	2.69	1.81	0.47	4.67	0.02	1	9	4.5	0.6	11	11	25	3.79	25.75	0.54	5.37	3.44
1	crotalária_pd	l	0_20	b1	1.48	1.83	80.99	224.4	102.8	673	0.16	0.29	0.45	2.69	0.71	0.6	2.91	0.03	4.7	17.4	4.75	1.2	10.9	8.2	23.8	4.77	10.06	0.51	5.15	0.53
1	crotalária_pd	l	0_20	b2	1.5	1.83	81.69	224.4	102.8	673	0.2	0.25	0.44	2.69	0.75	0.58	3.64	0.03	4	15.6	4.5	0.88	11.95	8	27.4	4.67	9.03	0.47	4.73	0.48
1	crotalária_pd	l	0_20	b3	1.59	1.83	87.02	224.4	102.8	673	0.18	0.26	0.44	2.69	0.83	0.6	4.05	0.03	5.3	13.2	5.41	1.24	14.5	9.7	19.5	4.72	9.54	0.49	4.94	0.50
1	crotalária_pd	l	20_30	b1	1.52	1.81	83.89	267	102	631	0.13	0.31	0.44	2.7	0.81	0.96	2.35	0.02	5	15	4.4	0.9	8	10	25	3.8	6.38	0.43	4.32	0.73
1	crotalária_pd	l	20_30	b2	1.65	1.8	91.62	267	102	631	0.12	0.27	0.39	2.7	1.01	0.9	2.01	0.02	4	13	4.4	0.6	11	9.5	25	4.7	7.89	0.49	4.90	0.82
1	crotalária_pd	l	20_30	b3	1.61	1.8	89.26	267	102	631	0.12	0.33	0.45	2.7	1.37	0.93	2.7	0.02	4.5	13	4.8	0.8	14	9	25	4.25	7.14	0.46	4.61	0.77
1	crotalária_pd	l	30_70	b1	1.53	1.76	87.16	322	107	571	0.12	0.31	0.43	2.69	1.15	0.42	0.82	0.02	2	13	4.1	0.7	7	7	31	4.37	28.3	0.55	5.47	3.55
1	crotalária_pd	l	30_70	b2	1.55	1.77	87.62	322	107	571	0.09	0.33	0.42	2.69	1.12	0.44	0.94	0.01	2	13	4.5	0.5	9	6	31	3.46	22.44	0.43	4.34	2.81
1	crotalária_pd	l	30_70	b3	1.64	1.76	93	322	107	571	0.09	0.3	0.39	2.69	1.02	0.33	1.19	0.02	3	10	5.5	0.7	8	10	20	3.92	25.37	0.49	4.91	3.18
1	crotalária_pp	el	0_20	b1	1.57	1.83	85.61	224.4	102.8	673	0.15	0.27	0.42	2.69	0.89	0.69	8.93	0.03	1.6	13.6	4.9	0.96	12.8	7.2	17.8	4.73	8.97	0.04	0.42	0.47
1	crotalária_pp	el	0_20	b2	1.53	1.83	83.55	224.4	102.8	673	0.16	0.28	0.44	2.69	0.95	0.72	9.35	0.03	2.9	14.2	4.66	0.77	9.8	7	25	4.56	8.87	0.05	0.48	0.53
1	crotalária_pp	el	0_20	b3	1.62	1.83	88.29	224.4	102.8	673	0.14	0.29	0.43	2.69	1	0.63	10.39	0.03	2.7		5.53	0.71	13.3	8	18.9	4.64	8.92	0.00	0.00	0.00
1	crotalária_pp	el	20_30	b1	1.61	1.8	89.36	267	102	631	0.09	0.32	0.4	2.7	1.02	1	12.45	0.02	1	11	4.6	0.5	12	8	20	4.48	7.85	0.03	0.34	0.59
1	crotalária_pp	el	20_30	b2	1.66	1.8	92.45	267	102	631	0.07	0.31	0.38	2.7	1.93	1.05	16.05	0.02	2	16	4.6	0.5	10	7	25	4.8	8.4	0.03	0.33	0.57
1	crotalária_pp	el	20_30	b3	1.72	1.8	95.41	267	102	631	0.06	0.3	0.36	2.7	1.48	1.18	20.69	0.02	2		5.4	0.4	16	12	20	4.64	8.12	0.00	0.00	0.00
1	crotalária_pp	el	30_70	b1	1.46	1.77	82.59	322	107	571	0.17	0.29	0.46	2.69	1.26	0.46	1.8	0.01	1	10	5	0.6	13	7	18	2.77	18.85	0.02	0.23	1.46
1	crotalária_pp	el	30_70	b2	1.58	1.77	89.52	322	107	571	0.15	0.32	0.47	2.69	1.26	0.37	1.95	0.01	2	11	4.5	0.3	7	6	25	2.77	18.85	0.04	0.39	2.48
1	crotalária_pp	el	30_70	b3	1.53	1.77	86.3	322	107	571	0.13	0.31	0.43	2.69	1.26	0.41	1.88	0.01	1.5		4.75	0.45	10	6.5	21.5	2.77	18.85	0.00	0.00	0.00
1	crotalária_pp	l	0_20	b1	1.59	1.83	86.91	224.4	102.8	673	0.16	0.29	0.45	2.69	1.15	0.6	5.66	0.03	2.6	14.6	4.5	0.76	13.1	9.6	20.8	5.76	11.21	0.61	6.08	0.65
1	crotalária_pp	l	0_20	b2	1.46	1.84	79.8	224.4	102.8	673	0.18	0.28	0.46	2.69	0.97	0.51	4.83	0.02	3	17.4	5.2	0.8	12.2	9.4	23.2	4.32	9.31	0.44	4.37	0.46
1	crotalária_pp	l	0_20	b3	1.6	1.83	87.34	224.4	102.8	673	0.15	0.28	0.43	2.69	1.01	0.45	5.31	0.03	2	16	5.5	0.69	15.8	11	19.8	5.04	10.26	0.52	5.22	0.55
1	crotalária_pp	l	20_30	b1	1.7	1.8	94.15	267	102	631	0.13	0.34	0.47	2.7	1.01	0.33	1.46	0.02	1	12	4.5	0.55	13	8	18	4.53	7.61	0.55	5.51	0.93
1	crotalária_pp	l	20_30	b2	1.44	1.81	79.59	267	102	631	0.16	0.31	0.47	2.7	1.31	0.35	1.56	0.02	1	15	4.6	0.7	12	8	31	3.54	5.95	0.38	3.79	0.64
1	crotalária_pp	l	20_30	b3	1.66	1.8	91.89	267	102	631	0.1	0.29	0.39	2.7	1.16	0.32	1.36	0.02	1	13.5	5.3	0.4	13	11	20	4.04	6.78	0.47	4.65	0.78
1	crotalária_pp	l	30_70	b1	1.74	1.76	98.83	322	107	571	0.11	0.34	0.45	2.69	1.5	0.46	2.28	0.02	1	11	4.7	0.7	15	8	22	4.08	26.46	0.49	4.92	3.19
1	crotalária_pp	l	30_70	b2	1.5	1.76	84.85	322	107	571	0.14	0.3	0.44	2.69	1.28	0.33	1.87	0.02	1	15	4.9	0.6	11	7	25	4.08	26.46	0.49	4.92	3.19
1	crotalária_pp	l	30_70	b3	1.62	1.76	91.87	322	107	571	0.08	0.32	0.4	2.69	1.06	0.4	2.7	0.02	1	13	4.6	0.65	9	6	25	4.08	26.46	0.49	4.92	3.19
1	milheto_cm	el	0_20	b1	1.58	1.83	86.37	224.4	102.8	673	0.18	0.22	0.4	2.69	0.87	0.63	3.87	0.03	3.2	13.8	4.88	0.87	10.4	6.4	22	4.73	10.16	0.04	0.41	0.49
1	milheto_cm	el	0_20	b2	1.59	1.83	86.63	224.4	102.8	673	0.16	0.25	0.41	2.69	0.96	0.57	3.98	0.03	3.3	16.4	4.8	0.85	10.9	6.4	21.7	5.11	10.53	0.06	0.55	0.56
1	milheto_cm	el	0_20	b3	1.62	1.84	88.17	224.4	102.8	673	0.16	0.26	0.42	2.69	0.94	0.63	3.67	0.02	3.4	13	4.94	1.04	11.4	7.2	20.2	4.45	9.97	0.05	0.51	0.56
1	milheto_cm	el	20_30	b1	1.51	1.8	83.96	267	102	631	0.24	0.2	0.44	2.7	1.17	0.6	6.54	0.02	2	15	4.4	1.2	7	5	25	4.6	8.05	0.04	0.41	0.70
1	milheto_cm	el	20_30	b2	1.58	1.8	87.71	267	102	631	0.19	0.22	0.41	2.7	1.75	0.37	6.18	0.02	2	13	4.6	0.9	8.5	6	22.5	4.6	8.05	0.05	0.54	0.93
1	milheto_cm	el	20_30	b3	1.7	1.8	94.24	267	102	631	0.22	0.26	0.48	2.7	1.46	0.5	4.07	0.02	2	12	4.8	1.5	10	7	20	4.6	8.05	0.04	0.40	0.68
1	milheto_cm	el	30_70	b1	1.55	1.76	87.7	322	107	571	0.08	0.29	0.37	2.69	1.06	0.71	3.04	0.02	1	12	5.3	0.53	12	8	20	3.8	25.82	0.03	0.25	1.63
1	milheto_cm	el	30_70	b2	1.63	1.76	92.32	322	107	571	0.09	0.3	0.39	2.69	1.18	0.41	2.2	0.02	1	11	5.3	0.65	12	9	19	3.8	25.82	0.04	0.44	2.80
1	milheto_cm	el	30_70	b3	1.63	1.76	92.28	322	107	571	0.07	0.32	0.39	2.69	1.25	0.53	3.98	0.02	1	12	5.3	0.4	12	10	18	3.8	25.82	0.05	0.49	3.12
1	milheto_cm	l	0_20	b1	1.58	1.84	86.26	224.4	102.8	673	0.18	0.2	0.38	2.69	0.82	0.65	5.81	0.02	7.5	17.2	4.7	0.54	7.7	4.8	23.8	4.22	8.12	0.50	4.97	0.52
1	milheto_cm	l	0_20	b2	1.66	1.83	90.77	224.4	102.8	673	0.15	0.23	0.38	2.69	0.63	0.65	6.31	0.03	7.9	16.6	4.64	0.57	8.4	4.2	21.5	4.53	8.14	0.50	4.96	0.50
1	milheto_cm	l	0_20	b3	1.61	1.84	87.97	224.4	102.8	673	0.17	0.23	0.4	2.69	0.77	0.57	6.79	0.02	9	21	4.86	0.75	7.8	5.8	18.4	4.38	8.13	0.50	4.96	0.51
1	milheto_cm	l	20_30	b1	1.69	1.8	93.71	267	102	631	0.18	0.19	0.37	2.7	0.69	0.39	1.16	0.02	20	15	4.3	0.3	6	4	31	4.19	7.04	0.38	3.85	0.65
1	milheto_cm	l	20_30	b2	1.63	1.8	90.41	267	102	631	0.16	0.24	0.4	2.7	0.5	0.27	0.7	0.02	23.5	17	4.4	0.55	6	4	26.5	4.19	7.04	0.38	3.85	0.65
1	milheto_cm	l	20_30	b3	1.57	1.8	87.11	267	102	631	0.16	0.26	0.42	2.7	0.6	0.33	1.16	0.02	27	30	4.5	0.43	6	4	22	4.19	7.04	0.38	3.85	0.65
1	milheto_cm	l	30_70	b1	1.56	1.77	88.31	322	107	571	0.15	0.27	0.42	2.69	1.78	0.94	12.75	0.01	4	16	4.6	0.3	5.5	5	25	3	19.46	0.44	4.36	2.82
